,Media Sources,TBpolarity,compound,date,idx,negative,neutral,positive,text
43,BBC,0.875,0.8316,2017-11-05,43,0.0,0.729,0.271,"RT @bbcstrictly: Debbie’s Tango gets a remarkable reaction from Craig, and Ruth’s Paso doesn’t quite go to plan. Watch the best bits from #…"
44,BBC,0.0,0.0,2017-11-05,44,0.0,1.0,0.0,🎇🎆 Why do we have Bonfire Night and fireworks displays every November 5 in the UK? https://t.co/lYBHme3LJZ https://t.co/qln8Tk64FN
45,BBC,-0.4,0.7096,2017-11-05,45,0.0,0.688,0.312,🥚🍳 Eggs for breakfast anyone? @Nigella_Lawson shares her secret for poached perfection. Via @BBC5Live. https://t.co/vnyAxh4gGU
46,BBC,0.0,-0.2406,2017-11-04,46,0.085,0.915,0.0,"RT @bbcmusic: ""What do you think of Chip N Pin House..?"" 😆😂
Did you miss last night's #SLFN with @LiamPayne?
Catch up 👉 https://t.co/6VxEw9…"
47,BBC,0.390625,0.0,2017-11-04,47,0.0,1.0,0.0,RT @bbcstrictly: The first 40 of #Strictly 2017! For @thedebbiemcgee and @pernicegiovann1! https://t.co/QOmbUBbH9U
48,BBC,0.5,0.296,2017-11-04,48,0.124,0.702,0.174,"Tonight, Josh is back and at his irritated best. @JoshWiddicombe: What Do I Do Now... 9pm on @BBCTwo. 😂… https://t.co/Do2c1i94m7"
49,BBC,0.0,-0.8271,2017-11-04,49,0.42,0.58,0.0,.@LouisTheroux spends time with those battling the psychiatric disorder with the highest death rate.… https://t.co/2BHScuxQB5
50,BBC,0.0,0.0,2017-11-04,50,0.0,1.0,0.0,"Tonight, I Know Who You Are returns. 9pm on @BBCFour. https://t.co/DfGhcMNagW https://t.co/ecgQjgPaIx"
51,BBC,0.2,0.0772,2017-11-04,51,0.086,0.817,0.097,🥕 You don't have to spend lots of time peeling &amp; chopping to make moreish veggie meals. These are ready in no time.… https://t.co/x8cDwQQVJd
52,BBC,0.0,0.0,2017-11-04,52,0.0,1.0,0.0,"🐝🦋🐛 'Anything that flies &amp; crawls, I illustrate them.' ~ @RLewington2.
Via @BBCSpringwatch. https://t.co/o2fbgbTVBw"
53,BBC,0.0,-0.3182,2017-11-04,53,0.173,0.827,0.0,"'I lost £5,000 in 48 hours on fixed-odds betting machines.' https://t.co/8wIVhcOP7n https://t.co/D0GELRXjwe"
54,BBC,0.0,0.25,2017-11-04,54,0.0,0.92,0.08,"Israa &amp; her family fled Syria in 2015. Now granted asylum in Germany, she’s rebuilt her life &amp; can go to school aga… https://t.co/pTFFUJQ3Lj"
55,BBC,0.0,0.3612,2017-11-04,55,0.073,0.777,0.15,"Pro surfer, Heidar Logi braves Iceland's freezing conditions to surf under the Northern Lights. 🌊🏄 Via… https://t.co/6cPd5lVami"
56,BBC,0.0,0.7929,2017-11-04,56,0.0,0.719,0.281,"What would you do if you won the lottery? Buy a house? Travel? 

Rachel Lapierre set up the charity, @LHumanitaire.… https://t.co/Xu0ld6bBAn"
57,BBC,0.5,0.4877,2017-11-04,57,0.0,0.843,0.157,"Amy Winehouse, @Adele, @LoyleCarner &amp; @EllaEyre all went to @TheBRITSchool. But it's more than just a fame academy.… https://t.co/u4UL7qZKCr"
58,BBC,0.0,0.0,2017-11-04,58,0.0,1.0,0.0,Trucker culture is dying with automation – and with it millions of jobs. 🚛 https://t.co/UgdVkYIbFU https://t.co/71XSYxlaZt
59,BBC,0.27777777777777773,0.5994,2017-11-04,59,0.0,0.837,0.163,"RT @BBCMOTD: Peter Crouch = super sub.

His 15th goal as a sub.

Only Defoe (23), Kanu and Solskjaer (17) have more.

https://t.co/8UftsSAX…"
60,BBC,0.0,0.0,2017-11-04,60,0.0,1.0,0.0,"RT @BBCSport: FT England 29-10 Lebanon

Get all the reaction on @BBCTwo &amp; @5liveSport Extra 👉 https://t.co/KklI8h3yma #RLWC2017 #bbcrl #ENG…"
61,BBC,0.0,0.0,2017-11-04,61,0.0,1.0,0.0,"RT @BBCSport: Felipe Massa will retire from #F1  at the end of this season.

Find out more👉 https://t.co/STCmQnwvzK https://t.co/eSlDcW15wV"
62,BBC,0.8,0.4588,2017-11-04,62,0.0,0.857,0.143,"RT @BBCOne: Welcome to the family business. 

@jginorton leads an all-star cast in #McMafia. Coming soon to @BBCOne. https://t.co/We5GwJk4i0"
63,BBC,-0.125,0.0,2017-11-04,63,0.0,1.0,0.0,RT @bbcthree: This barber reminds us how small actions can make a big difference. https://t.co/YelP68UZxh
64,BBC,1.0,0.6369,2017-11-04,64,0.0,0.846,0.154,"Did you know there’s a best time to eat, think &amp; do sport? It’s not just our brain's clock that keeps time for us.… https://t.co/76BDqzsz7k"
65,BBC,0.0,-0.6249,2017-11-04,65,0.362,0.638,0.0,Police discover a suspected 'WW2 bomb' is actually a big courgette. https://t.co/YyKrAVnycQ https://t.co/vdZnam8Bjt
66,BBC,0.0,-0.3612,2017-11-04,66,0.122,0.878,0.0,"'We have our stories, struggles &amp; power. We just need to be represented.' Meet the photographer reframing beauty.📸✊… https://t.co/bPTmyHcNfy"
67,BBC,0.5,0.0,2017-11-04,67,0.0,1.0,0.0,🚀 ✨ Did you know that Disney is the largest consumer of fireworks in the world? More firework facts 👉… https://t.co/QLVen2LXWX
68,BBC,0.0,0.0,2017-11-04,68,0.0,1.0,0.0,Can’t get enough of #BluePlanet2? Take a deeper dive into the science of the show with this podcast. 👉… https://t.co/qhoRuQ0PXz
69,BBC,-0.2,-0.3182,2017-11-04,69,0.119,0.881,0.0,"Twitter users were left confused after the name ""Sue"" was discovered etched into an Oxfordshire field. #WhoIsSue… https://t.co/VZFnZ62n7A"
70,BBC,0.0,-0.25,2017-11-04,70,0.172,0.693,0.135,"To celebrate Murder on the Orient Express hitting UK cinemas, here are seven train movies to set the pulse racing.… https://t.co/PqTALE0vcn"
71,BBC,0.0,0.0,2017-11-04,71,0.0,1.0,0.0,Someone has farted on @grahnort's sofa...but who was it? 😂 (Via @BBCOne) https://t.co/zG2YvGvac9
72,BBC,0.15000000000000002,-0.1531,2017-11-04,72,0.155,0.675,0.171,There remains intense interest in Ruan Lingyu &amp; the mystery surrounding her death. Who was the enigmatic film star?… https://t.co/hFtAJiePry
73,BBC,0.2,-0.1779,2017-11-04,73,0.195,0.805,0.0,Gossip travels fast in Shetland. 😂 Via @BBCTheSocial. https://t.co/vzZq1YZUYI
74,BBC,0.4523809523809524,0.8225,2017-11-04,74,0.0,0.699,0.301,"RT @BBCCiN: The best brains in Britain are building life-changing solutions for children in the #CiN Big Life Fix special.

@BBCTwo​ Wed 8t…"
75,BBC,0.0,0.4019,2017-11-04,75,0.0,0.856,0.144,"RT @CBeebiesHQ: Whatever the weather, keep your kids entertained this #autumn with these 5 ideas...

🍁🍂 https://t.co/wT8oVaVYqg 🙌

@HEYDUGG…"
76,BBC,0.55,0.7351,2017-11-04,76,0.0,0.788,0.212,"RT @5liveSport: ""My kids saw me in a state that a kid should never see his Dad""

This is powerful stuff: 
Stiliyan Petrov on his brave batt…"
77,BBC,0.43333333333333335,0.7644,2017-11-04,77,0.0,0.645,0.355,"Happy 2nd birthday @BBCWthrWatchers! 🎈🎉
Keep those stunning photos rolling in. 📸🌤 https://t.co/FOzCyLKlrB https://t.co/Tcy4xYfHWs"
78,BBC,0.25,0.0,2017-11-04,78,0.0,1.0,0.0,The bloodworm is one of the many 'stars' to feature in a venomous animals exhibition at @NHM_London next week. 😵… https://t.co/XxCmXRBhSS
79,BBC,0.425,0.5994,2017-11-04,79,0.0,0.794,0.206,And...relax. Spend three minutes in the beautiful British countryside with this footage from @BBCSpringwatch's wild… https://t.co/K3XJtvBbtW
80,BBC,0.0,0.3744,2017-11-03,80,0.0,0.811,0.189,"RT @bbcmusic: ""I'm more of a @CherylOfficial fan actually"" 😂

(Sorry @LiamPayne)

#SLFN https://t.co/MXxDilJSq3"
81,BBC,0.5833333333333334,0.5719,2017-11-03,81,0.0,0.764,0.236,"RT @BBCSport: The perfect recipe for an FA Cup classic.

#WinnerStaysOn #bbcfacup https://t.co/wP1fszdCvU"
82,BBC,0.0,0.0,2017-11-03,82,0.0,1.0,0.0,"RT @BBCNewsbeat: Beyoncé, here's some advice from the cast of The Lion King musical in London 🦁

""Try not to outshine [the rest of the cast…"
83,BBC,0.2,-0.5994,2017-11-03,83,0.206,0.794,0.0,"In childbirth, a simple light can be the difference between life &amp; death. 💡#BBCInnovators #SoCent @BBCWorldService.… https://t.co/mNFqNg0glJ"
84,BBC,-0.5,-0.6249,2017-11-03,84,0.24,0.76,0.0,"'When I Google @Harry_Styles worst outfit, it's all the same picture'. 😂 Watch #HarryStylesAtTheBBC 👉… https://t.co/UjOJ1LcyQt"
85,BBC,0.0,-0.2942,2017-11-03,85,0.144,0.856,0.0,"🥐🎄✨ Forget about the Cronut, a mince pie croissant is coming for Christmas! 
https://t.co/mrTI8CLn2r https://t.co/7BYkA8Vv3n"
86,BBC,0.0,-0.6369,2017-11-03,86,0.259,0.741,0.0,What drives someone to send abusive messages to a stranger online? Via @BBCTheSocial. https://t.co/Cxo8DuEtG6
87,BBC,0.0,0.3818,2017-11-03,87,0.0,0.843,0.157,"If women suddenly became physically stronger than men, how would society change? 💪👩 https://t.co/qwZ5idgRsX https://t.co/zoJH7Pf6fm"
88,BBC,0.0,0.0,2017-11-03,88,0.0,1.0,0.0,"📺 👀 @EdSheeran, @LiamGallagher and @BigNarstie to appear on Celebrity Gogglebox. https://t.co/Fh0SK8VjP4 https://t.co/6re7dX2vf3"
89,BBC,0.0,0.0,2017-11-03,89,0.0,1.0,0.0,Jumping into the weekend like... #FridayFeeling https://t.co/Bn7SDR8280
90,BBC,0.5,0.7906,2017-11-03,90,0.0,0.708,0.292,🍟 From @Harry_Styles' love of Sister Act to the way he likes his chips: what we learned from #HarryStylesAtTheBBC.… https://t.co/zHLFRFTXoh
91,BBC,0.0,0.0,2017-11-03,91,0.0,1.0,0.0,"There's still time to catch up on last week's #SLFN ahead of tonight's show, guest-hosted by @LiamPayne! 🙌😍
Watch 👉… https://t.co/gvwjlpjsVJ"
92,BBC,0.2,0.3612,2017-11-03,92,0.0,0.839,0.161,Ready to watch @Harry_Styles' show again? Us too. 🙌 💜 #HarryStylesAtTheBBC is on @BBCiPlayer now.… https://t.co/V3VkJHKToA
93,BBC,0.37857142857142856,0.4019,2017-11-03,93,0.0,0.863,0.137,"RT @bbcpress: Helena Bonham Carter narrates #SayingGoodbye, a special film for #CiN to shed a light on Childhood Bereavement: https://t.co/…"
94,BBC,-0.1,0.0,2017-11-03,94,0.0,1.0,0.0,"RT @BBCSpringwatch: Remember, you can catch up with #Autumnwatch for the next few weeks
https://t.co/U7yr1lnpLm https://t.co/B1diCYr9zG"
95,BBC,0.2,0.6439,2017-11-03,95,0.0,0.653,0.347,"RT @bbcmusic: 🙌 @LiamPayne we are SO READY 😍
#SLFN https://t.co/GWU3xAKmpq"
96,BBC,0.5555555555555555,0.8658,2017-11-03,96,0.0,0.662,0.338,"RT @1Xtra: We've got the awesome @MayaJama for the 1st time 😵 in for @YasminEvans till 16:00 you lucky lucky people 💝

🙏🏾  https://t.co/xZV…"
97,BBC,0.1,0.0,2017-11-03,97,0.0,1.0,0.0,"RT @BBCTwo: Before the #PeakyBlinders return for Series 4, take an animated walk through the story so far... 😍 https://t.co/3JhEYPsOTc"
98,BBC,0.0,0.0,2017-11-03,98,0.0,1.0,0.0,In pictures: here's how the weather looked around the world this week. 🌧🍂🌗 https://t.co/vYCLWW9pu1 https://t.co/KBg4tRImNB
99,BBC,0.0,0.0,2017-11-03,99,0.0,1.0,0.0,"Scientists think that we've been wearing shoes for 40,000 years. Where did the different styles of shoes start? 👠… https://t.co/rjLMvh8WmF"
0,CBS,0.024999999999999994,0.4199,2017-11-05,0,0.0,0.872,0.128,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess (not available on mobile phones). Try 1 week FREE:… https://t.co/BJOWnqgBgc
1,CBS,0.17045454545454544,0.0,2017-11-04,1,0.0,1.0,0.0,Stream the LSU Tigers at Alabama Crimson Tide LIVE tonight at 8PM ET! Try #CBSAllAccess FREE:… https://t.co/L2k6pXwRIp
2,CBS,0.17045454545454544,0.0,2017-11-04,2,0.0,1.0,0.0,Stream the South Carolina Gamecocks at Georgia Bulldogs LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/f3nZLlh7Vv
3,CBS,0.4,0.6166,2017-11-03,3,0.0,0.776,0.224,Stream the season premiere of #LifeInPieces tonight at 9:30/8:30c with a FREE trial of #CBSAllAccess:… https://t.co/FMHinKs6si
4,CBS,0.0,0.0,2017-11-02,4,0.0,1.0,0.0,RT @swatcbs: .@ShemarMoore takes command tonight on the series premiere of #SWAT at 10/9c on @CBS &amp; CBS All Access: https://t.co/ANyt4qF6iF…
5,CBS,0.4,0.6514,2017-11-02,5,0.0,0.797,0.203,It's almost time! Stream the series premiere of #SWAT tonight at 10/9c with a FREE trial of #CBSAllAccess:… https://t.co/lpPKp9ayTJ
6,CBS,0.5333333333333333,0.6369,2017-11-02,6,0.0,0.819,0.181,RT @CBSThisMorning: Listen to @IainLoveTheatre chat w/ @Mistahwax about making @YoungSheldonCBS his own + his love for Broadway &amp; magic: ht…
7,CBS,0.2,0.6514,2017-11-02,7,0.0,0.806,0.194,The ladies are back! Stream the season premiere of #Mom tonight at 9/8c with a FREE trial of #CBSAllAccess:… https://t.co/y4vL5wMSEM
8,CBS,-0.125,0.0,2017-11-02,8,0.0,1.0,0.0,"Buffalo viewers: Due to NFL, stream the CBS lineup on-demand at https://t.co/bbQB95EVxJ tonight. For more:… https://t.co/u9U9P7Ggqq"
9,CBS,-0.0625,0.0,2017-11-02,9,0.0,1.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAg6gJ6 l… https://t.co/LHJahNFRi3"
10,CBS,-0.0625,0.0,2017-11-02,10,0.0,1.0,0.0,"Buffalo viewers ONLY: Due to NFL, stream CBS Thursday night lineup on-demand at https://t.co/bbQB95Wwph. For more:… https://t.co/Fzpq2sTzqY"
11,CBS,-0.0625,0.0,2017-11-02,11,0.0,1.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAgnRAE l… https://t.co/fnwck6n2uv"
12,CBS,0.0,0.0,2017-11-01,12,0.0,1.0,0.0,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz"
13,CBS,0.3035714285714286,0.8932,2017-11-01,13,0.05,0.457,0.494,Ready to trick or treat! Celebrate tonight with Michael Jackson's Halloween special on CBS: https://t.co/T3hlVVTfSB… https://t.co/e9ztbUeae0
14,CBS,1.0,0.7959,2017-10-31,14,0.0,0.608,0.392,Happy #Halloween! Grab your friends and watch Michael Jackson's Halloween tonight: https://t.co/T3hlVVTfSB… https://t.co/Kg5bxNqwTp
15,CBS,1.0,0.7574,2017-10-31,15,0.071,0.533,0.396,Trick or treat. 🎃 Happy Halloween! Catch up on #MJHalloween now:  https://t.co/T3hlVVTfSB https://t.co/DMyE1q4scs
16,CBS,0.2,0.6124,2017-10-31,16,0.0,0.737,0.263,RT @swatcbs: Get ready for a thrill ride this Thursday with the series premiere of #SWAT. https://t.co/xz92zXp6kR
17,CBS,0.3625,0.6996,2017-10-31,17,0.0,0.734,0.266,Join the fun with Jim Parsons as Hay Man in Michael Jackson's Halloween! Watch the full special:… https://t.co/Y1FKFnRd0p
18,CBS,0.13636363636363635,0.0572,2017-10-30,18,0.05,0.892,0.059,RT @SuperiorDonuts: You won't want to miss the #SuperiorDonuts Season 2 premiere tonight at its new time: 9/8c on CBS &amp; CBS All Access: htt…
19,CBS,0.0,0.2732,2017-10-30,19,0.0,0.89,0.11,RT @SuperiorDonuts: Should we blindfold @jermaineFOWLER and see how well he can guess the flavor of donuts? #SuperiorDonuts
20,CBS,0.024999999999999994,0.4199,2017-11-05,20,0.0,0.872,0.128,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess (not available on mobile phones). Try 1 week FREE:… https://t.co/BJOWnqgBgc
21,CBS,0.17045454545454544,0.0,2017-11-04,21,0.0,1.0,0.0,Stream the LSU Tigers at Alabama Crimson Tide LIVE tonight at 8PM ET! Try #CBSAllAccess FREE:… https://t.co/L2k6pXwRIp
22,CBS,0.17045454545454544,0.0,2017-11-04,22,0.0,1.0,0.0,Stream the South Carolina Gamecocks at Georgia Bulldogs LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/f3nZLlh7Vv
23,CBS,0.4,0.6166,2017-11-03,23,0.0,0.776,0.224,Stream the season premiere of #LifeInPieces tonight at 9:30/8:30c with a FREE trial of #CBSAllAccess:… https://t.co/FMHinKs6si
24,CBS,0.0,0.0,2017-11-02,24,0.0,1.0,0.0,RT @swatcbs: .@ShemarMoore takes command tonight on the series premiere of #SWAT at 10/9c on @CBS &amp; CBS All Access: https://t.co/ANyt4qF6iF…
25,CBS,0.4,0.6514,2017-11-02,25,0.0,0.797,0.203,It's almost time! Stream the series premiere of #SWAT tonight at 10/9c with a FREE trial of #CBSAllAccess:… https://t.co/lpPKp9ayTJ
26,CBS,0.5333333333333333,0.6369,2017-11-02,26,0.0,0.819,0.181,RT @CBSThisMorning: Listen to @IainLoveTheatre chat w/ @Mistahwax about making @YoungSheldonCBS his own + his love for Broadway &amp; magic: ht…
27,CBS,0.2,0.6514,2017-11-02,27,0.0,0.806,0.194,The ladies are back! Stream the season premiere of #Mom tonight at 9/8c with a FREE trial of #CBSAllAccess:… https://t.co/y4vL5wMSEM
28,CBS,-0.125,0.0,2017-11-02,28,0.0,1.0,0.0,"Buffalo viewers: Due to NFL, stream the CBS lineup on-demand at https://t.co/bbQB95EVxJ tonight. For more:… https://t.co/u9U9P7Ggqq"
29,CBS,-0.0625,0.0,2017-11-02,29,0.0,1.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAg6gJ6 l… https://t.co/LHJahNFRi3"
30,CBS,-0.0625,0.0,2017-11-02,30,0.0,1.0,0.0,"Buffalo viewers ONLY: Due to NFL, stream CBS Thursday night lineup on-demand at https://t.co/bbQB95Wwph. For more:… https://t.co/Fzpq2sTzqY"
31,CBS,-0.0625,0.0,2017-11-02,31,0.0,1.0,0.0,"NYC viewers ONLY: Due to NFL, tune in to WLNY for CBS Thursday night lineup, or stream on https://t.co/2XNQAgnRAE l… https://t.co/fnwck6n2uv"
32,CBS,0.0,0.0,2017-11-01,32,0.0,1.0,0.0,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz"
33,CBS,0.3035714285714286,0.8932,2017-11-01,33,0.05,0.457,0.494,Ready to trick or treat! Celebrate tonight with Michael Jackson's Halloween special on CBS: https://t.co/T3hlVVTfSB… https://t.co/e9ztbUeae0
34,CBS,1.0,0.7959,2017-10-31,34,0.0,0.608,0.392,Happy #Halloween! Grab your friends and watch Michael Jackson's Halloween tonight: https://t.co/T3hlVVTfSB… https://t.co/Kg5bxNqwTp
35,CBS,1.0,0.7574,2017-10-31,35,0.071,0.533,0.396,Trick or treat. 🎃 Happy Halloween! Catch up on #MJHalloween now:  https://t.co/T3hlVVTfSB https://t.co/DMyE1q4scs
36,CBS,0.2,0.6124,2017-10-31,36,0.0,0.737,0.263,RT @swatcbs: Get ready for a thrill ride this Thursday with the series premiere of #SWAT. https://t.co/xz92zXp6kR
37,CBS,0.3625,0.6996,2017-10-31,37,0.0,0.734,0.266,Join the fun with Jim Parsons as Hay Man in Michael Jackson's Halloween! Watch the full special:… https://t.co/Y1FKFnRd0p
38,CBS,0.13636363636363635,0.0572,2017-10-30,38,0.05,0.892,0.059,RT @SuperiorDonuts: You won't want to miss the #SuperiorDonuts Season 2 premiere tonight at its new time: 9/8c on CBS &amp; CBS All Access: htt…
39,CBS,0.0,0.2732,2017-10-30,39,0.0,0.89,0.11,RT @SuperiorDonuts: Should we blindfold @jermaineFOWLER and see how well he can guess the flavor of donuts? #SuperiorDonuts
40,CBS,0.09523809523809523,0.0,2017-10-30,40,0.0,1.0,0.0,RT @swatcbs: Sometimes following the rules &amp; doing what's right isn't always the same thing. #SWAT premieres this Thursday at 10/9c on @CBS…
41,CBS,-0.15555555555555559,0.0,2017-10-30,41,0.0,1.0,0.0,RT @swatcbs: Start breaking down some doors in three days with the series premiere of #SWAT. https://t.co/X8OTd8OE9y
42,CBS,0.0,0.2481,2017-10-30,42,0.0,0.889,0.111,Find out if Vincent &amp; Victoria will escape Meriwether on Michael Jackson's Halloween! Watch it now:… https://t.co/dqNk6OZ1XJ
43,CBS,0.13636363636363635,0.3612,2017-10-30,43,0.0,0.884,0.116,"RT @NoActivityCBS: #NoActivity is a new CBS All Access comedy from​ ​Will Ferrell, Adam McKay &amp; @funnyordie. Contains explicit language int…"
44,CBS,0.13636363636363635,0.1139,2017-10-30,44,0.0,0.917,0.083,"Don't miss @KelseaBallerini headline #TheThanksgivingDayParade on CBS, live from New York City on Thurs, Nov. 23.… https://t.co/ig74zfxFPy"
45,CBS,0.13125,0.3612,2017-10-30,45,0.0,0.872,0.128,RT @startrekcbs: Get ready to experience some major déjà vu. Episode 7 of #StarTrekDiscovery is now streaming: https://t.co/dz1lwvT52d http…
46,CBS,0.13636363636363635,-0.2263,2017-10-29,46,0.091,0.909,0.0,"#CBS is delayed 29 minutes in New York City, Philly, NOLA &amp; parts of Louisiana, Atlanta, Charlotte, Tampa, Chicago,… https://t.co/ZM9bTTgxYE"
47,CBS,-0.01428571428571429,-0.1759,2017-10-29,47,0.161,0.711,0.128,These moves are dangerous! Get groovy with Michael Jackson's Halloween and watch the full special now:… https://t.co/TrMJgeyOX4
48,CBS,0.024999999999999994,0.4738,2017-10-29,48,0.0,0.86,0.14,Get ready for football! Stream NFL on CBS today w/ #CBSAllAccess (not available on mobile phones). Try 1 week FREE!… https://t.co/URKV4PPKvp
49,CBS,0.175,-0.4096,2017-10-28,49,0.189,0.811,0.0,Vincent can't help but dream big on Michael Jackson's Halloween. Catch up on the full animated special:… https://t.co/fDbgzo8nrV
50,CBS,0.17045454545454544,0.0,2017-10-28,50,0.0,1.0,0.0,Stream the #3 Georgia Bulldogs @ Florida Gators LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/ULrmutB6Ml
51,CBS,0.4580357142857143,0.4574,2017-10-28,51,0.0,0.842,0.158,"Michael Jackson's Halloween will enchant you with music, magic &amp; more! Watch the full special now:… https://t.co/lgzleI955w"
52,CBS,0.375,0.5562,2017-10-28,52,0.0,0.834,0.166,The Halloween fun isn’t over for @lucastill and George Eads. Tune in to a spooky episode of #MacGyver now! https://t.co/nJePYNhmUa
53,CBS,0.0,0.0,2017-10-28,53,0.0,1.0,0.0,“Music must be the answer!” #MJHalloween https://t.co/t4UTfizfIn
54,CBS,-0.16666666666666666,-0.128,2017-10-28,54,0.13,0.87,0.0,There are plenty of tricks hidden in this hotel. #MJHalloween https://t.co/vQAHVXU4Ai
55,CBS,0.0,0.0,2017-10-28,55,0.0,1.0,0.0,That pumpkin’s got some moves! #MJHalloween https://t.co/o7oaRSXzmb
56,CBS,0.1,0.69,2017-10-28,56,0.0,0.76,0.24,"Sit back, relax and get ready to dance. Michael Jackson’s Halloween starts now on CBS and CBS All Access!… https://t.co/NkswtPMtzp"
57,CBS,0.4523809523809524,0.4843,2017-10-27,57,0.0,0.804,0.196,Don't miss tonight's animated special with the King of Pop's most memorable hits.🎶  Watch #MJHalloween @ 8/7c on CB… https://t.co/NQGZobg2gg
58,CBS,0.21370129870129867,0.636,2017-10-27,58,0.12,0.564,0.316,"Tonight, get ready for a scary good time! Watch a sneak peek from the new animated special, Michael Jackson's Hallo… https://t.co/PxILZmCl4e"
59,CBS,-0.3888888888888889,-0.128,2017-10-27,59,0.07,0.93,0.0,"RT @swatcbs: When lives hang in the balance, can you make the tough decisions? Find out with #SWAT Split-Second Decision: https://t.co/dO2V…"
60,CBS,0.0,-0.128,2017-10-27,60,0.159,0.661,0.181,"Find out if Vincent, played by @lucastill, will escape the villain Conformity in Michael Jackson's Halloween tonigh… https://t.co/KPaug90mCg"
61,CBS,0.44642857142857145,0.4963,2017-10-27,61,0.059,0.726,0.215,It's a spooktacular special you won't want to miss! Here's how you can watch Michael Jackson's Halloween tonight:… https://t.co/3sp68DgUr3
62,CBS,0.0,0.0,2017-10-26,62,0.0,1.0,0.0,"Tomorrow, the music of Michael Jackson will cast its spell! Take a sneak peek at Michael Jackson's Halloween, Frida… https://t.co/ewuRYHSICA"
63,CBS,0.39999999999999997,0.3612,2017-10-26,63,0.0,0.865,0.135,"Get ready for Thursdays to give you more @bigbangtheory, @YoungSheldon, @LifeInPiecesCBS, @MomCBS, &amp; more Moore in… https://t.co/sdqF0Ut5Fx"
64,CBS,0.17045454545454544,0.0,2017-10-26,64,0.0,1.0,0.0,Stream the Miami Dolphins @ Baltimore Ravens LIVE tonight at 8:25PM ET! Try #CBSAllAccess FREE:… https://t.co/Otdn3QkHbG
65,CBS,0.24675324675324675,0.4019,2017-10-26,65,0.0,0.87,0.13,"Tomorrow, meet Christine Baranski as Ms. Grau in the new animated special, Michael Jackson's Halloween. Tune in Fri… https://t.co/jmnidjSm6r"
66,CBS,0.6,0.765,2017-10-26,66,0.0,0.694,0.306,"🎶@BigBangTheory's Jim Parsons is thrilled to celebrate ""the soundtrack to his life"" with Michael Jackson's Hallowee… https://t.co/0Lgxyqnpxq"
67,CBS,0.24675324675324675,0.4019,2017-10-25,67,0.0,0.87,0.13,".@MacgyverCBS' George Eads stars in the new animated special, Michael Jackson's Halloween, this Friday at 8/7c on C… https://t.co/xo6JsH3bZB"
68,CBS,0.33,0.4019,2017-10-25,68,0.0,0.87,0.13,The stakes were high when #Bull stepped in to help his college roommate. Watch the latest episode now:… https://t.co/7dAjcF4eL4
69,CBS,0.24166666666666667,0.0,2017-10-25,69,0.0,1.0,0.0,"Brad Garrett, @KierseyClemons, Jim Parsons &amp; more! Meet the famous voices behind Michael Jackson's Halloween:… https://t.co/LKYCZpkBJz"
70,CBS,0.35714285714285715,0.4019,2017-10-24,70,0.0,0.847,0.153,"In three days, @TheGoodWife_CBS' @AlanCumming stars as Meriwether in the animated special Michael Jackson's Hallowe… https://t.co/WKiPdQ6Peq"
71,CBS,0.24675324675324675,0.4019,2017-10-24,71,0.0,0.87,0.13,"Dance the night away this Friday with the new animated special, Michael Jackson's Halloween at 8/7c on CBS.… https://t.co/VsaIxJv7Jl"
72,CBS,0.35714285714285715,0.5719,2017-10-24,72,0.0,0.749,0.251,"This Friday, @MacgyverCBS' @LucasTill plays Vincent in the animated special Michael Jackson's Halloween. Don't miss… https://t.co/Dg6w6yWevA"
73,CBS,0.0,0.0,2017-10-24,73,0.0,1.0,0.0,RT @swatcbs: Buckle up for a S.W.A.T. mission in this 360-degree preview: https://t.co/kBadrj4rLE #SWAT https://t.co/gpXmoUgurf
74,CBS,0.3125,0.4574,2017-10-23,74,0.0,0.824,0.176,Tonight the @latelateshow welcomes back @zanelowe and the latest @AppleMusic #UpNext artist -- @SabrinaClaudio! https://t.co/BSmDOayUXf
75,CBS,0.0,-0.7096,2017-10-23,75,0.296,0.704,0.0,".@Elementary_CBS' @LucyLiu stars as Conformity, the villain who forbids dancing, on this Friday's Michael Jackson's… https://t.co/Lf6Y4Z0bcQ"
